year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio
2023,Senior,Full-time,Data Engineer,241871,On-site work
2023,Senior,Full-time,Data Engineer,133832,On-site work
2023,Senior,Full-time,Data Scientist,170000,Full remote
2023,Senior,Full-time,Data Scientist,90000,Full remote
2023,Executive,Full-time,Data Engineer,210914,Full remote
2023,Executive,Full-time,Data Engineer,116704,Full remote
2023,Senior,Full-time,Data Analyst,192500,Full remote
2023,Senior,Full-time,Data Analyst,140000,Full remote
2023,Senior,Full-time,Data Scientist,149076,On-site work
2023,Senior,Full-time,Data Scientist,82365,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,36000,Full remote
2023,Senior,Full-time,Data Scientist,175000,On-site work
2023,Senior,Full-time,Data Scientist,148750,On-site work
2023,Senior,Full-time,Research Scientist,370000,On-site work
2023,Senior,Full-time,Research Scientist,200000,On-site work
2023,Senior,Full-time,Data Scientist,235000,Full remote
2023,Senior,Full-time,Data Scientist,185000,Full remote
2023,Mid-level,Full-time,Machine Learning Engineer,121523,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,97218,On-site work
2023,Senior,Full-time,Data Scientist,216100,On-site work
2023,Senior,Full-time,Data Scientist,140800,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,145828,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,121523,On-site work
2023,Senior,Full-time,Computer Vision Software Engineer,53654,Full remote
2023,Entry-level,Full-time,Data Scientist,110000,Partially remote
2023,Senior,Full-time,Data Engineer,128000,On-site work
2023,Senior,Full-time,Data Engineer,81500,On-site work
2023,Mid-level,Full-time,Data Engineer,66837,Full remote
2023,Mid-level,Full-time,Data Engineer,63192,Full remote
2023,Mid-level,Full-time,Data Analyst,60761,On-site work
2023,Mid-level,Full-time,Data Analyst,54685,On-site work
2023,Executive,Full-time,Data Engineer,284000,Full remote
2023,Executive,Full-time,Data Engineer,236000,Full remote
2023,Senior,Full-time,Research Scientist,248100,On-site work
2023,Senior,Full-time,Research Scientist,145900,On-site work
2023,Senior,Full-time,Research Engineer,155850,On-site work
2023,Senior,Full-time,Research Engineer,102544,On-site work
2023,Mid-level,Full-time,Data Scientist,151410,Full remote
2023,Mid-level,Full-time,Data Scientist,115360,Full remote
2023,Mid-level,Full-time,Data Engineer,66531,Full remote
2023,Mid-level,Full-time,Data Engineer,59020,Full remote
2023,Senior,Full-time,Director of Data Science,125686,Partially remote
2023,Senior,Full-time,Azure Data Engineer,100000,Partially remote
2023,Entry-level,Full-time,Data Scientist,12767,Partially remote
2023,Senior,Full-time,Data Scientist,250000,On-site work
2023,Senior,Full-time,Data Scientist,162500,On-site work
2023,Senior,Full-time,Data Scientist,185000,On-site work
2023,Senior,Full-time,Data Scientist,120250,On-site work
2023,Entry-level,Full-time,Data Engineer,26827,Full remote
2022,Entry-level,Full-time,Data Scientist,180000,Full remote
2023,Mid-level,Full-time,Research Scientist,85000,On-site work
2023,Mid-level,Full-time,Research Scientist,70000,On-site work
2023,Senior,Full-time,BI Developer,135000,Full remote
2023,Senior,Full-time,BI Developer,100000,Full remote
2023,Executive,Full-time,Data Analytics Manager,155000,On-site work
2023,Executive,Full-time,Data Analytics Manager,140000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2023,Senior,Full-time,Data Engineer,226700,On-site work
2023,Senior,Full-time,Data Engineer,133300,On-site work
2023,Senior,Full-time,Data Scientist,225000,Full remote
2023,Senior,Full-time,Data Scientist,156400,Full remote
2023,Senior,Full-time,Data Engineer,163800,On-site work
2023,Senior,Full-time,Data Engineer,126000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,163800,On-site work
2023,Senior,Full-time,Machine Learning Engineer,126000,On-site work
2023,Senior,Full-time,ML Engineer,220000,On-site work
2023,Senior,Full-time,ML Engineer,150000,On-site work
2023,Senior,Full-time,Data Engineer,145000,On-site work
2023,Senior,Full-time,Data Engineer,115000,On-site work
2023,Senior,Full-time,Data Analytics Manager,204500,On-site work
2023,Senior,Full-time,Data Analytics Manager,138900,On-site work
2023,Mid-level,Full-time,Data Engineer,162500,On-site work
2023,Mid-level,Full-time,Data Engineer,130000,On-site work
2023,Senior,Full-time,Data Engineer,150000,Full remote
2023,Senior,Full-time,Data Engineer,107000,Full remote
2023,Executive,Full-time,Data Engineer,175000,On-site work
2023,Executive,Full-time,Data Engineer,110000,On-site work
2023,Senior,Full-time,Data Engineer,226700,On-site work
2023,Senior,Full-time,Data Engineer,133300,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,150000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,125000,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Senior,Full-time,Data Scientist,225000,On-site work
2023,Senior,Full-time,Data Scientist,156400,On-site work
2022,Mid-level,Full-time,Research Scientist,23000,Full remote
2023,Mid-level,Full-time,Machine Learning Engineer,110000,Full remote
2023,Senior,Full-time,Data Engineer,265000,Full remote
2023,Senior,Full-time,Data Engineer,182750,Full remote
2023,Mid-level,Full-time,Data Analyst,130000,On-site work
2023,Mid-level,Full-time,Data Analyst,100000,On-site work
2023,Senior,Full-time,Data Analyst,153600,On-site work
2023,Senior,Full-time,Data Analyst,106800,On-site work
2023,Senior,Full-time,Data Engineer,137500,On-site work
2023,Senior,Full-time,Data Engineer,81500,On-site work
2023,Executive,Full-time,Head of Data Science,314100,On-site work
2023,Executive,Full-time,Head of Data Science,195800,On-site work
2023,Senior,Full-time,Applied Scientist,205000,On-site work
2023,Senior,Full-time,Applied Scientist,180000,On-site work
2023,Senior,Full-time,Data Scientist,165000,Full remote
2023,Senior,Full-time,Data Scientist,144000,Full remote
2023,Entry-level,Full-time,BI Developer,160000,On-site work
2023,Entry-level,Full-time,BI Developer,100000,On-site work
2023,Executive,Full-time,Data Engineer,200000,On-site work
2023,Executive,Full-time,Data Engineer,145000,On-site work
2023,Mid-level,Full-time,Data Analyst,150000,On-site work
2023,Mid-level,Full-time,Data Analyst,100000,On-site work
2023,Senior,Full-time,Data Manager,199000,On-site work
2023,Senior,Full-time,Data Manager,112000,On-site work
2023,Senior,Full-time,Data Scientist,105000,On-site work
2023,Senior,Full-time,Data Scientist,70000,On-site work
2023,Entry-level,Full-time,Big Data Engineer,130000,Full remote
2023,Senior,Full-time,Data Analyst,180180,On-site work
2023,Senior,Full-time,Data Analyst,106020,On-site work
2023,Entry-level,Full-time,Data Engineer,160000,On-site work
2023,Entry-level,Full-time,Data Engineer,135000,On-site work
2023,Senior,Full-time,Data Scientist,183000,On-site work
2023,Senior,Full-time,Data Scientist,134000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,220000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,150000,On-site work
2023,Senior,Full-time,Applied Scientist,350000,On-site work
2023,Senior,Full-time,Applied Scientist,262500,On-site work
2023,Senior,Full-time,Data Analyst,122000,On-site work
2023,Senior,Full-time,Data Analyst,94000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,276000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,184000,On-site work
2023,Executive,Full-time,Data Engineer,310000,Full remote
2023,Executive,Full-time,Data Engineer,239000,Full remote
2023,Senior,Full-time,Data Scientist,225000,Full remote
2023,Senior,Full-time,Data Scientist,156400,Full remote
2023,Mid-level,Full-time,Machine Learning Engineer,180000,Full remote
2023,Mid-level,Full-time,Machine Learning Engineer,150000,Full remote
2023,Senior,Full-time,Data Scientist,228000,On-site work
2023,Senior,Full-time,Data Scientist,152000,On-site work
2023,Senior,Full-time,Data Scientist,209450,Full remote
2023,Senior,Full-time,Data Scientist,158677,Full remote
2023,Senior,Full-time,Data Analyst,175000,On-site work
2023,Senior,Full-time,Data Analyst,145000,On-site work
2023,Senior,Full-time,Data Engineer,240000,On-site work
2023,Senior,Full-time,Data Engineer,170000,On-site work
2023,Mid-level,Full-time,Data Analyst,103200,On-site work
2023,Mid-level,Full-time,Data Analyst,61200,On-site work
2022,Mid-level,Full-time,Data Scientist,155000,Full remote
2021,Entry-level,Full-time,Marketing Data Engineer,66970,Partially remote
2023,Senior,Full-time,Data Scientist,63312,Partially remote
2023,Senior,Full-time,Data Scientist,237000,Full remote
2023,Senior,Full-time,Data Scientist,145000,Full remote
2023,Senior,Full-time,Data Scientist,240000,Full remote
2023,Senior,Full-time,Data Scientist,139000,Full remote
2023,Senior,Full-time,Data Architect,174500,On-site work
2023,Senior,Full-time,Data Architect,113000,On-site work
2023,Senior,Full-time,Data Analyst,130000,Full remote
2023,Senior,Full-time,Data Analyst,87000,Full remote
2023,Senior,Full-time,Data Analyst,160000,Full remote
2023,Senior,Full-time,Data Analyst,108000,Full remote
2023,Senior,Full-time,Data Engineer,165000,Full remote
2023,Senior,Full-time,Data Engineer,107250,Full remote
2023,Senior,Full-time,Data Engineer,300000,On-site work
2023,Senior,Full-time,Data Engineer,119000,On-site work
2023,Senior,Full-time,Data Scientist,285800,Full remote
2023,Senior,Full-time,Data Scientist,154600,Full remote
2023,Mid-level,Full-time,Head of Data Science,60795,Partially remote
2023,Entry-level,Full-time,Data Analyst,30000,Full remote
2023,Mid-level,Full-time,Data Science Manager,220000,On-site work
2023,Mid-level,Full-time,Data Science Manager,195000,On-site work
2023,Senior,Full-time,Data Manager,168400,On-site work
2023,Senior,Full-time,Data Manager,105200,On-site work
2023,Mid-level,Full-time,Data Analyst,206000,On-site work
2023,Mid-level,Full-time,Data Analyst,160000,On-site work
2023,Senior,Full-time,Analytics Engineer,200000,Full remote
2023,Senior,Full-time,Analytics Engineer,175000,Full remote
2023,Senior,Full-time,Analytics Engineer,231250,Full remote
2023,Senior,Full-time,Analytics Engineer,138750,Full remote
2023,Senior,Full-time,Data Engineer,153000,Full remote
2023,Senior,Full-time,Data Engineer,94000,Full remote
2023,Senior,Full-time,Data Engineer,240500,On-site work
2023,Senior,Full-time,Data Engineer,123700,On-site work
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,90000,Full remote
2023,Entry-level,Full-time,Data Scientist,124234,On-site work
2023,Entry-level,Full-time,Data Scientist,74540,On-site work
2023,Mid-level,Full-time,Data Analyst,109000,On-site work
2023,Mid-level,Full-time,Data Analyst,79000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,84053,Partially remote
2023,Mid-level,Full-time,Machine Learning Engineer,50000,On-site work
2023,Senior,Full-time,Data Scientist,275300,Full remote
2023,Senior,Full-time,Data Scientist,183500,Full remote
2023,Senior,Full-time,Data Scientist,275300,Full remote
2023,Senior,Full-time,Data Scientist,183500,Full remote
2023,Senior,Full-time,Data Analyst,160000,Full remote
2023,Senior,Full-time,Data Analyst,125600,Full remote
2023,Senior,Full-time,Data Engineer,170000,On-site work
2023,Senior,Full-time,Data Engineer,120000,On-site work
2023,Senior,Full-time,Data Engineer,225000,On-site work
2023,Senior,Full-time,Data Engineer,140000,On-site work
2023,Senior,Full-time,Data Analyst,141290,On-site work
2023,Senior,Full-time,Data Analyst,74178,On-site work
2023,Senior,Full-time,Data Scientist,150000,On-site work
2023,Senior,Full-time,Data Scientist,120000,On-site work
2023,Senior,Full-time,Data Engineer,85000,Full remote
2023,Senior,Full-time,Data Engineer,75000,Full remote
2023,Senior,Full-time,Data Engineer,220000,On-site work
2023,Senior,Full-time,Data Engineer,160000,On-site work
2023,Senior,Full-time,Data Engineer,205600,Full remote
2023,Senior,Full-time,Data Engineer,107500,Full remote
2023,Mid-level,Full-time,Data Engineer,120000,On-site work
2023,Mid-level,Full-time,Data Engineer,95000,On-site work
2023,Senior,Full-time,Data Engineer,185900,On-site work
2023,Senior,Full-time,Data Engineer,129300,On-site work
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,130000,Full remote
2023,Entry-level,Full-time,Data Scientist,12888,Partially remote
2023,Mid-level,Full-time,Data Engineer,250000,On-site work
2023,Mid-level,Full-time,Data Engineer,175000,On-site work
2023,Senior,Full-time,Data Scientist,136000,Full remote
2023,Senior,Full-time,Data Scientist,104000,Full remote
2023,Mid-level,Full-time,Data Analyst,80000,On-site work
2023,Mid-level,Full-time,Data Analyst,52500,On-site work
2023,Senior,Full-time,Data Scientist,110000,Full remote
2023,Senior,Full-time,Data Scientist,84000,Full remote
2023,Senior,Full-time,BI Analyst,125000,On-site work
2023,Senior,Full-time,BI Analyst,110000,On-site work
2023,Mid-level,Full-time,Data Analyst,90000,On-site work
2023,Mid-level,Full-time,Data Analyst,80000,On-site work
2023,Senior,Full-time,ML Engineer,200000,On-site work
2023,Senior,Full-time,ML Engineer,135000,On-site work
2022,Entry-level,Full-time,Business Data Analyst,48000,Partially remote
2023,Entry-level,Full-time,AI Developer,120000,Partially remote
2023,Senior,Full-time,Data Engineer,130000,On-site work
2023,Senior,Full-time,Data Engineer,75000,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Mid-level,Full-time,Data Analyst,150000,On-site work
2023,Mid-level,Full-time,Data Analyst,100000,On-site work
2023,Senior,Full-time,Data Engineer,226700,On-site work
2023,Senior,Full-time,Data Engineer,133300,On-site work
2023,Senior,Full-time,Data Scientist,190000,On-site work
2023,Senior,Full-time,Data Scientist,165000,On-site work
2023,Senior,Full-time,Data Engineer,170000,Full remote
2023,Senior,Full-time,Data Engineer,150000,Full remote
2023,Mid-level,Full-time,Data Engineer,150000,On-site work
2023,Mid-level,Full-time,Data Engineer,130000,On-site work
2023,Senior,Full-time,Data Scientist,225000,On-site work
2023,Senior,Full-time,Data Scientist,156400,On-site work
2023,Senior,Full-time,Computer Vision Engineer,200000,Full remote
2023,Mid-level,Full-time,Applied Data Scientist,80000,Full remote
2023,Entry-level,Full-time,Business Data Analyst,12877,Partially remote
2022,Entry-level,Full-time,AI Developer,6304,On-site work
2023,Mid-level,Full-time,Data Analytics Lead,17509,Partially remote
2023,Senior,Full-time,Data Scientist,257000,On-site work
2023,Senior,Full-time,Data Scientist,134000,On-site work
2023,Senior,Full-time,Data Scientist,77262,On-site work
2023,Senior,Full-time,Data Scientist,38631,On-site work
2023,Senior,Full-time,Data Engineer,205600,On-site work
